timestamp,open,high,low,close,volume
2025-07-02 12:26:30.956,51147.18,52490.93,49848.42,51420.3,1463121.0
2025-07-02 12:41:30.956,50458.61,51527.3,49441.15,50247.87,703785.0
2025-07-02 12:56:30.956,50320.78,50519.67,48848.53,49508.61,1963796.0
2025-07-02 13:11:30.956,50365.99,51689.08,49224.31,51191.75,852937.0
2025-07-02 13:26:30.956,52208.88,52919.23,51680.81,52347.46,1045188.0
2025-07-02 13:41:30.956,52975.47,54072.89,51493.68,53341.91,1230334.0
2025-07-02 13:56:30.956,54188.38,54715.76,53983.24,54457.57,1300417.0
2025-07-02 14:11:30.956,54372.09,54410.48,53710.27,53748.22,736182.0
2025-07-02 14:26:30.956,52724.18,53422.36,52238.89,52739.05,1667212.0
2025-07-02 14:41:30.956,51799.01,53284.54,50468.25,52284.82,1296883.0
2025-07-02 14:56:30.956,53028.6,53133.03,51610.21,52978.52,910792.0
2025-07-02 15:11:30.956,52571.26,52874.36,51797.79,52293.03,613809.0
2025-07-02 15:26:30.956,51818.54,52972.68,51002.32,51605.83,1803512.0
2025-07-02 15:41:30.956,51584.52,52750.47,50384.42,51352.59,1981664.0
2025-07-02 15:56:30.956,51095.5,51966.23,50499.36,50729.51,1366774.0
2025-07-02 16:11:30.956,50722.6,51635.64,49351.83,51635.64,581164.0
2025-07-02 16:26:30.956,52555.0,53408.58,51287.5,53274.94,1832567.0
2025-07-02 16:41:30.956,52606.19,54122.1,51563.49,51563.49,790633.0
2025-07-02 16:56:30.956,51878.38,52642.57,50427.94,52354.47,794924.0
2025-07-02 17:11:30.956,52264.99,52790.69,51387.39,52790.69,1061974.0
2025-07-02 17:26:30.956,52447.69,53231.71,51987.41,53231.71,591710.0
2025-07-02 17:41:30.956,52693.66,52898.41,51362.0,51774.7,1807207.0
2025-07-02 17:56:30.956,51100.33,51482.65,50595.93,50595.93,1974606.0
2025-07-02 18:11:30.956,50295.07,51193.51,49749.61,51193.51,1023628.0
2025-07-02 18:26:30.956,50819.46,52221.22,50156.6,50156.6,1321397.0
2025-07-02 18:41:30.956,49857.5,50987.84,48412.19,50529.85,1205079.0
2025-07-02 18:56:30.956,50619.58,50662.69,49544.46,50409.41,1996438.0
2025-07-02 19:11:30.956,51131.55,52324.92,49731.78,51637.15,1015496.0
2025-07-02 19:26:30.956,51342.06,52704.19,50428.47,50428.47,675289.0
2025-07-02 19:41:30.956,51338.57,51506.44,50019.35,50631.9,1430529.0
2025-07-02 19:56:30.956,50802.2,51751.78,49328.85,50326.8,600855.0
2025-07-02 20:11:30.956,50555.18,51144.35,49514.16,50518.7,1231631.0
2025-07-02 20:26:30.956,51464.02,51695.66,51246.62,51695.66,863924.0
2025-07-02 20:41:30.956,51889.12,52176.38,51167.17,51167.17,1181809.0
2025-07-02 20:56:30.956,50353.72,51584.44,49720.73,49720.73,1036173.0
2025-07-02 21:11:30.956,49778.77,50441.17,48294.84,50441.17,821577.0
2025-07-02 21:26:30.956,50022.3,50662.03,48759.86,50662.03,1502737.0
2025-07-02 21:41:30.956,50492.76,50866.33,49031.0,49570.09,1353026.0
2025-07-02 21:56:30.956,49592.72,50026.21,49347.63,49683.29,872564.0
2025-07-02 22:11:30.956,50152.85,50960.04,49608.57,49608.57,822376.0
2025-07-02 22:26:30.956,48700.7,49538.91,48676.9,49538.91,1937761.0
2025-07-02 22:41:30.956,50034.13,51521.29,49622.17,50368.18,1259812.0
2025-07-02 22:56:30.956,50513.89,51192.26,50275.67,50545.75,1135728.0
2025-07-02 23:11:30.956,50988.34,51729.19,50980.58,51729.19,877316.0
2025-07-02 23:26:30.956,50918.39,51662.45,49995.53,51332.5,1740982.0
2025-07-02 23:41:30.956,50427.16,50891.23,49758.06,50809.49,1469766.0
2025-07-02 23:56:30.956,49827.53,51148.71,48674.95,50121.38,1460006.0
2025-07-03 00:11:30.956,49160.01,49927.29,48652.12,48768.86,500294.0
2025-07-03 00:26:30.956,48477.47,49250.19,48299.06,48954.36,1372648.0
2025-07-03 00:41:30.956,48442.36,48880.96,48016.24,48016.24,1217536.0
2025-07-03 00:56:30.956,47416.71,47475.03,46724.45,46914.62,1882637.0
2025-07-03 01:11:30.956,47339.62,48729.65,46805.86,47031.54,540006.0
2025-07-03 01:26:30.956,46135.97,46850.55,45573.79,45573.79,1051513.0
2025-07-03 01:41:30.956,45248.5,46446.89,44946.63,46143.38,1836028.0
2025-07-03 01:56:30.956,46674.32,47101.54,45896.54,46379.87,1167965.0
2025-07-03 02:11:30.956,45956.64,46272.92,45286.94,45286.94,1060494.0
2025-07-03 02:26:30.956,44436.88,45221.5,43320.39,44466.26,677668.0
2025-07-03 02:41:30.956,44095.76,44925.97,43957.82,44808.36,526822.0
2025-07-03 02:56:30.956,45225.54,45673.98,43968.96,44752.94,935644.0
2025-07-03 03:11:30.956,44731.75,45069.7,43706.38,45069.7,668436.0
2025-07-03 03:26:30.956,45056.83,45844.35,43871.96,45844.35,772023.0
2025-07-03 03:41:30.956,45243.02,45335.72,44391.66,44646.21,1374414.0
2025-07-03 03:56:30.956,45336.21,46459.68,44176.22,44665.86,546713.0
2025-07-03 04:11:30.956,44945.41,46289.28,44057.6,44240.09,943508.0
2025-07-03 04:26:30.956,44936.05,45592.12,44036.44,44391.66,1770208.0
2025-07-03 04:41:30.956,43862.93,44501.42,43819.51,44345.14,1347821.0
2025-07-03 04:56:30.956,44741.64,45482.37,44335.61,45482.37,1093584.0
2025-07-03 05:11:30.956,46319.85,47176.69,45968.48,46627.06,1988432.0
2025-07-03 05:26:30.956,47131.03,48129.44,45748.59,46888.65,1615415.0
2025-07-03 05:41:30.956,47819.87,48323.58,47077.06,47775.69,1391308.0
2025-07-03 05:56:30.956,47339.51,48087.76,46703.41,47580.47,1792403.0
2025-07-03 06:11:30.956,48463.44,49696.74,47844.84,48828.25,532831.0
2025-07-03 06:26:30.956,48850.32,49327.4,47897.06,48927.53,1450290.0
2025-07-03 06:41:30.956,48532.38,48955.02,47985.23,48151.39,521648.0
2025-07-03 06:56:30.956,48714.86,49398.25,47786.45,48193.35,1674780.0
2025-07-03 07:11:30.956,48996.97,50012.48,47671.06,48593.16,1637777.0
2025-07-03 07:26:30.956,49079.01,50243.26,48384.51,50017.54,1958478.0
2025-07-03 07:41:30.956,49769.31,50079.69,48806.66,49674.92,662164.0
2025-07-03 07:56:30.956,49933.2,50550.23,49005.31,50116.81,738264.0
2025-07-03 08:11:30.956,49879.95,50126.42,48951.7,48951.7,716376.0
2025-07-03 08:26:30.956,48383.54,49213.8,47369.99,48565.09,1015010.0
2025-07-03 08:41:30.956,48281.89,49423.52,47014.7,47679.81,515596.0
2025-07-03 08:56:30.956,48197.72,49182.58,47764.32,49036.71,1337262.0
2025-07-03 09:11:30.956,49404.23,50866.62,49016.48,50252.73,1248147.0
2025-07-03 09:26:30.956,49452.4,50124.45,49079.69,50124.45,749294.0
2025-07-03 09:41:30.956,50875.97,51838.39,50711.43,51838.39,1025432.0
2025-07-03 09:56:30.956,52754.44,54178.97,52623.92,53281.82,1047021.0
2025-07-03 10:11:30.956,54212.44,55821.92,52678.92,53504.02,979250.0
2025-07-03 10:26:30.956,54103.8,55187.78,52484.76,55156.84,772239.0
2025-07-03 10:41:30.956,54325.54,54646.23,53780.27,54646.23,1497328.0
2025-07-03 10:56:30.956,55156.6,55953.04,53759.45,55953.04,787482.0
2025-07-03 11:11:30.956,56425.35,57057.39,55533.7,56234.87,1180381.0
2025-07-03 11:26:30.956,55253.56,56634.68,54680.52,54680.52,544762.0
2025-07-03 11:41:30.956,54925.27,56385.19,53512.41,54088.48,539108.0
2025-07-03 11:56:30.956,54387.75,55274.86,53065.94,54194.01,1039303.0
2025-07-03 12:11:30.956,54625.06,55474.04,54411.17,55472.55,546442.0
2025-07-03 12:26:30.956,54482.83,55892.68,53127.47,55428.33,1638206.0
2025-07-03 12:41:30.956,55542.69,55841.08,55370.63,55841.08,1331005.0
2025-07-03 12:56:30.956,55992.07,56706.06,55118.97,55223.37,1743702.0
2025-07-03 13:11:30.956,54215.14,54832.59,53201.23,53522.02,1365377.0
2025-07-03 13:26:30.956,53967.87,55006.2,52853.69,53713.88,1206934.0
2025-07-03 13:41:30.956,53624.63,53990.58,53042.45,53187.34,777216.0
2025-07-03 13:56:30.956,52676.51,53478.72,51506.03,53224.4,624148.0
2025-07-03 14:11:30.956,52637.19,54016.65,51775.05,52414.26,1910988.0
2025-07-03 14:26:30.956,52179.14,53464.81,51270.14,51893.9,871792.0
2025-07-03 14:41:30.956,52058.74,53128.44,51322.03,52212.8,698725.0
2025-07-03 14:56:30.956,51848.69,52837.53,50831.21,52837.53,1747104.0
2025-07-03 15:11:30.956,52382.46,53517.85,51185.23,52367.37,519397.0
2025-07-03 15:26:30.956,51860.54,52120.98,50645.28,51894.29,934093.0
2025-07-03 15:41:30.956,51236.63,51576.5,51178.34,51364.12,1870023.0
2025-07-03 15:56:30.956,51309.96,52071.11,50350.13,50696.53,754029.0
2025-07-03 16:11:30.956,51553.4,53071.01,50628.48,50628.48,1933118.0
2025-07-03 16:26:30.956,51187.59,51673.75,50516.26,51673.75,1108662.0
2025-07-03 16:41:30.956,52019.59,53511.37,50916.52,52461.54,1224283.0
2025-07-03 16:56:30.956,52275.36,52787.49,51332.12,51332.12,1162930.0
