timestamp,open,high,low,close,volume
2023-08-02 11:57:44.433,52260.14,53654.4,52149.62,53002.01,1598721.0
2023-08-02 12:12:44.433,53602.4,54639.45,53322.95,53521.86,1387413.0
2023-08-02 12:27:44.433,54006.54,55404.36,52607.43,54585.86,1323748.0
2023-08-02 12:42:44.433,53745.12,54242.79,52734.1,54242.79,561238.0
2023-08-02 12:57:44.433,53235.82,54265.32,52713.16,54265.32,1909621.0
2023-08-02 13:12:44.433,53397.96,53617.52,52303.22,53316.56,1656532.0
2023-08-02 13:27:44.433,54179.18,54663.9,52680.7,54072.59,1747763.0
2023-08-02 13:42:44.433,53472.74,54899.16,53031.05,53247.52,862360.0
2023-08-02 13:57:44.433,54124.18,54657.79,53864.17,54646.28,1051264.0
2023-08-02 14:12:44.433,54032.66,55612.78,53151.31,54915.4,786538.0
2023-08-02 14:27:44.433,55744.5,56280.72,55551.49,56280.72,776378.0
2023-08-02 14:42:44.433,57263.18,58774.08,55953.48,57063.28,880679.0
2023-08-02 14:57:44.433,58175.4,59068.81,58148.04,58276.8,912477.0
2023-08-02 15:12:44.433,59414.26,59650.36,58583.08,58583.08,598447.0
2023-08-02 15:27:44.433,59490.87,61168.36,58190.62,58459.55,1744598.0
2023-08-02 15:42:44.433,59284.86,60555.28,57681.24,59785.86,1174154.0
2023-08-02 15:57:44.433,59282.91,60537.62,58052.54,60005.02,891451.0
2023-08-02 16:12:44.433,60005.34,60390.92,58575.32,59590.51,1118100.0
2023-08-02 16:27:44.433,59172.76,60243.38,58984.0,59276.36,1723545.0
2023-08-02 16:42:44.433,59338.12,60808.88,58386.13,58453.76,597271.0
2023-08-02 16:57:44.433,57869.93,58990.67,57704.92,58990.67,1105105.0
2023-08-02 17:12:44.433,58143.81,58516.31,57000.64,57000.64,983448.0
2023-08-02 17:27:44.433,56803.41,57255.58,55793.6,57255.58,1679310.0
2023-08-02 17:42:44.433,56766.45,58230.63,55219.54,56826.31,925411.0
2023-08-02 17:57:44.433,55901.52,56614.96,55686.32,56290.44,1772031.0
2023-08-02 18:12:44.433,56316.61,57400.89,55459.81,55459.81,1261496.0
2023-08-02 18:27:44.433,55702.04,56016.43,54941.99,54941.99,554346.0
2023-08-02 18:42:44.433,55198.42,56276.81,54655.63,56276.81,1686081.0
2023-08-02 18:57:44.433,56850.42,57706.18,55903.6,56655.97,802489.0
2023-08-02 19:12:44.433,56540.13,57486.34,55650.45,56118.54,843142.0
2023-08-02 19:27:44.433,56127.16,56772.32,54447.47,56772.32,846231.0
2023-08-02 19:42:44.433,57717.15,57966.06,56799.3,57507.23,1402562.0
2023-08-02 19:57:44.433,57053.01,57720.5,56937.39,57218.39,1487890.0
2023-08-02 20:12:44.433,57305.63,57756.84,56603.51,57756.84,968038.0
2023-08-02 20:27:44.433,57362.28,58011.9,56279.81,56893.2,1771798.0
2023-08-02 20:42:44.433,57146.18,58006.72,56214.71,58006.72,1453286.0
2023-08-02 20:57:44.433,57155.8,58082.99,55893.95,57403.63,1020925.0
2023-08-02 21:12:44.433,57702.68,58420.45,56301.29,56614.27,517684.0
2023-08-02 21:27:44.433,57651.68,57752.97,56612.01,56612.01,1565993.0
2023-08-02 21:42:44.433,57013.32,58582.9,56405.51,57256.91,1009699.0
2023-08-02 21:57:44.433,56358.29,57783.9,55373.25,56106.11,1745221.0
2023-08-02 22:12:44.433,56201.71,56872.06,55595.76,56872.06,1274564.0
2023-08-02 22:27:44.433,57221.09,57563.08,55706.07,56676.97,891204.0
